PCE,HOMO_LUMO_gap,HOMO,LUMO,Voc,Jsc,CATE,CATE_var,CATE_se
3.98434855160862,-2.25039340205771,-5.56668678415725,-3.31629338209954,0.96668678415725,63.433566437995,37.2954755051222,127.172242008749,11.2770670836326
7.32266492852747,-2.00577595860076,-5.79426660023884,-3.78849064163808,1.19426660023884,94.36598177435,10.5131152622524,41.5103741107672,6.44285450020153
4.58036699196666,-1.86982519502211,-5.20946568631851,-3.3396404912964,0.60946568631851,115.6641056727,-2.69633002698108,36.1747780779439,6.01454720473154
5.26448288809472,-2.08014105301472,-5.56344810833027,-3.48330705531555,0.96344810833027,84.09592990435,33.2037674881141,214.724749978252,14.6534893448029
5.35436250420406,-1.42617241419018,-4.9981667569245,-3.57199434273432,0.3981667569245,206.9618796778,-5.14686078686084,104.731191112237,10.2338258296806
2.08929520037594,-1.8059516114751,-4.85319359682631,-3.04724198535121,0.25319359682631,126.99735486555,1.60434033906469,44.3388259477665,6.65874056768744
10.1562612186341,-1.73759488687223,-5.71982337493183,-3.9822284880596,1.11982337493183,139.58280483355,6.69555267217818,22.2430449245436,4.71625327188263
4.325022569028,-1.49514585622429,-4.95090145986388,-3.45575560363959,0.35090145986388,189.6927751745,0.0293973352597916,58.9636090567594,7.67877653384701
9.97464559043177,-1.4018760136036,-5.31914020672516,-3.91726419312156,0.71914020672516,213.46736550685,5.1528458237802,588.241520003711,24.253690853223
1.94794959159846,-2.59312046961477,-5.49219865562612,-2.89907818601135,0.89219865562612,33.60189240499,29.5524896725481,484.694427721243,22.0157767912296
0,-1.05108068345961,-5.07241422914458,-4.02133354568497,0,0,-3.61743258648796,1.69601582653443,1.30231172402556
6.89111210155354,-1.54516592234724,-5.1937553651914,-3.64858944284416,0.5937553651914,178.6196998027,-5.95109742989167,156.541906552207,12.5116708137725
0,-1.51730305209945,-5.60483842412616,-4.08753537202671,0,0,-0.991184213599601,0.340513897901857,0.583535686913712
1.48943809820766,-2.77086338620805,-5.64797782452872,-2.87711443832067,1.04797782452872,21.87348348939,18.9405711994201,16.6764707132385,4.08368347368384
2.95219064785849,-1.75362418171089,-4.93247214851217,-3.17884796680128,0.33247214851217,136.6585213682,-0.933693305071864,36.832517123067,6.06897990794721
6.05161257348723,-1.61909555729975,-5.17664756531182,-3.55755200801207,0.57664756531182,161.5132815569,-6.53211342135363,171.928880862416,13.112165376566
1.35979320556982,-1.41464601770009,-4.69964994485771,-3.28500392715762,0.0996499448577104,210.01165204825,2.00103065690125,5.77400612036888,2.40291617006688
4.80103830752094,-1.84060226689202,-5.2125432632472,-3.37194099635518,0.6125432632472,120.62740650415,-0.0699697295188383,214.924335592229,14.6602979366802
0.717189276354864,-1.88476395632982,-4.69787525681911,-2.81311130048929,0.09787525681911,112.7738636791,26.3775521921211,923.057841814595,30.3818669902723
1.99147632368627,-1.80164702619544,-4.83986187036678,-3.03821484417134,0.239861870366781,127.77959840815,-0.211610251292238,33.345451328118,5.77455204566709
5.00990698033453,-1.41266079585096,-4.96637597131085,-3.55371517545989,0.36637597131085,210.45064770405,1.19580719640504,537.095264351582,23.1753158414633
2.96978033632557,-2.35757941874008,-5.46866877730996,-3.11108935856988,0.86866877730996,52.6159847122,34.932893024138,181.203537404886,13.4611863297737
3.31071136449228,-2.09988990902592,-5.22610398596163,-3.12621407693571,0.62610398596163,81.38089057605,-2.20547965592707,67.0184646450055,8.18648060188293
5.59113353262518,-1.42907117139574,-5.01753197023425,-3.58846079883851,0.41753197023425,206.09037855965,-3.52309750969461,94.9401359045541,9.74372289756611
2.67364462148532,-2.4163339361752,-5.46229519381661,-3.04596125764141,0.86229519381661,47.719436041355,36.7484884027355,472.48071686987,21.736621560626
0,-1.16422999716263,-5.22849555406787,-4.06426555690524,0,0,-2.73972792676143,2.1569016162611,1.46863937583775
0,-2.13624383037591,-6.15212547356956,-4.01588164319365,0,0,-1.8516092221779,1.26768198812887,1.12591384578434
6.54065125429636,-2.10406299111104,-5.84364406113699,-3.73958107002595,1.24364406113699,80.94172957065,12.7063916165186,28.7268020578141,5.35973899157543
1.96531721190713,-2.69786318370513,-5.75127040350289,-3.05340721979776,1.15127040350289,26.272590986265,23.3502101583005,116.094727875221,10.7747263480434
4.00797505369572,-2.10527002360844,-5.36596950131801,-3.26069947770957,0.76596950131801,80.5306342048,11.4378520977085,43.2830869819315,6.57898829471002
4.3695413915734,-1.71480759561179,-5.06760921789911,-3.35280162228732,0.467609217899111,143.8137401623,-0.543789948323706,71.2998120108147,8.44392160141333
4.03469448490417,-1.70878156594468,-5.02938493695597,-3.32060337101129,0.42938493695597,144.6143656087,-1.75684198555633,49.4967327007984,7.03539143905998
7.4075578091323,-1.59150150420789,-5.2786959094973,-3.68719440528941,0.6786959094973,167.97606563725,-5.56952639455285,125.747741806101,11.2137300576615
0,-1.57524860006212,-4.52461543166167,-2.94936683159955,0,171.7786515055,-0.555248639363148,1.11945602372618,1.05804348857983
2.27138122468228,-2.59699475189045,-5.6529715808461,-3.05597682895565,1.0529715808461,33.19869166341,23.2820482159526,163.284469048473,12.7782811460882
4.04800642742447,-2.07874674132365,-5.34082188467752,-3.26207514335387,0.74082188467752,84.09592990435,9.09781454562684,153.970653219699,12.4084911741798
2.07118947918539,-2.1731592179477,-5.04070632244113,-2.86754710449343,0.44070632244113,72.32994545335,5.90261299913393,350.476092864318,18.7210067267847
6.9857164544682,-1.80153503789769,-5.44138937264348,-3.63985433474579,0.84138937264348,127.77959840815,13.2012589136317,205.125531782887,14.3222041523952
1.80784297150844,-1.51737427230558,-4.75039532375093,-3.23302105144535,0.15039532375093,185.0009503641,1.55647341008966,23.3180604626202,4.82887776430717
2.84834776351765,-2.03262261864278,-5.0862458512333,-3.05362323259052,0.4862458512333,90.15393573355,0.106862965990414,101.057031470951,10.052712642414
3.7081413708517,-1.87554378026861,-5.09755423488457,-3.22201045461596,0.49755423488457,114.70000667645,-1.8082744033066,63.0229624590214,7.93870030036538
2.58041100546412,-2.4419463415044,-5.47836025239198,-3.03641391088758,0.87836025239198,45.21304927425,35.8561095855453,489.89635773099,22.1336024571462
2.9951537888073,-1.69397598558158,-4.91338039203863,-3.21940440645705,0.31338039203863,147.093978356,-0.325594884437506,61.7572431504594,7.85857767986418
1.58756242539588,-2.38903593225523,-5.09186967091859,-2.70283373866336,0.49186967091859,49.67391092365,10.7589370884061,82.4889360772583,9.08234199296956
0.445052401226851,-1.97336933430107,-4.66916543525303,-2.69579610095196,0.0691654352530298,99.03064815085,7.91090070502778,57.3410589927946,7.57238793200629
8.68106352068039,-1.316836498264,-5.17858145510715,-3.86174495684315,0.57858145510715,230.91705593905,-0.340880989758618,12.1191558883941,3.48125780263313
0.954578452897616,-1.94932858407824,-4.74291650767134,-2.7935879235931,0.14291650767134,102.79614282145,34.8454843734748,442.763731590014,21.0419517058189
7.52150664883587,-1.13923432915886,-5.01420661342997,-3.87497228427111,0.41420661342997,279.47013336255,0.974699091526712,1.47643204141562,1.21508519924144
4.19232199879312,-1.65718851877876,-5.01581455537967,-3.35862603660091,0.41581455537967,155.16813193375,-0.498905317373187,56.0563633993566,7.48707976445801
1.10876190372588,-2.23561704386628,-4.86159578324822,-2.62597873938194,0.261595783248221,65.2311662925,11.4514761085449,38.7732797836578,6.22681939545847
1.78572577125954,-2.52264423373098,-5.31023772619784,-2.78759349246686,0.710237726197841,38.695335477565,16.0915338353487,195.076761627132,13.9669882804824
2.98883401529598,-2.34636901822014,-5.45426921617028,-3.10790019795014,0.85426921617028,53.846146402555,43.8792209120915,171.664812208787,13.1020919020127
1.89834388388328,-2.34277501450546,-5.1382126895777,-2.79543767507224,0.5382126895777,54.283587493655,17.5040051132797,774.402141278608,27.8280818828501
5.68672892642449,-1.74430251775843,-5.23364222590105,-3.48933970814262,0.633642225901051,138.12300020025,7.75407699962256,64.9883264926293,8.06153375559696
1.08509023959361,-2.06999973223792,-4.7964354140601,-2.72643568182218,0.1964354140601,85.01462775975,15.3435315485393,935.130534586423,30.5799040970769
5.98363998567253,-1.93698559158767,-5.47918489668202,-3.54219930509435,0.87918489668202,104.74488494535,39.6818175465118,618.005453729659,24.8597154796602
2.26485914074542,-2.53848011585166,-5.5295357715282,-2.99105565567654,0.9295357715282,37.49925819549,27.5601575829501,299.596795244006,17.3088646434134
3.59206777707863,-1.92473571271433,-5.11814582965899,-3.19341011694466,0.51814582965899,106.6940258995,-1.61074376143393,63.872946669946,7.99205522190293
4.15064636630428,-1.63707900970729,-5.00038655443811,-3.36330754473082,0.40038655443811,159.545234108,-0.64524551124931,72.6258687939166,8.52208124778898
2.6381546286546,-2.2083710777116,-5.19423445649982,-2.98586337878822,0.59423445649982,68.32663040385,1.20213262739797,109.445346771517,10.4616130100246
3.14356031858695,-2.38645377252072,-5.56622675968569,-3.17977298716497,0.96622675968569,50.071467978285,39.0516235315497,418.516960847044,20.4576870844933
0.870247910064876,-2.07758942432466,-4.75926325919426,-2.6816738348696,0.15926325919426,84.09592990435,10.7855796274104,57.3610260154804,7.57370622717045
3.53123139453166,-1.5189201384359,-4.89433569806082,-3.37541555962492,0.29433569806082,184.64214047955,0.0477045585715796,89.8368883319548,9.47823234215931
1.66493488719406,-2.31885413466255,-5.05397508099108,-2.73512094632853,0.45397508099108,56.443355740265,15.2849846581967,878.280012409764,29.6357893839487
2.85592137130096,-1.7358020104416,-4.91381359544689,-3.17801158500529,0.31381359544689,140.06256609345,2.5651433671702,53.2125619415275,7.29469409513021
9.01295686527189,-1.9121969474634,-5.8772616538742,-3.9650647064108,1.2772616538742,108.60129547865,12.4836968347422,29.3739597084957,5.41977487618219
4.80644071053463,-2.02738636451011,-5.41204109693271,-3.3846547324226,0.81204109693271,91.09471207265,8.71525853632036,366.86347873855,19.1536805533179
0.590983853662188,-1.96597715394508,-4.69099298733748,-2.7250158333924,0.09099298733748,99.9574755777,7.56067282180678,347.974511924025,18.6540749415248
7.52652282802829,-1.1558371264167,-5.02260999745937,-3.86677287104267,0.422609997459371,274.0956881832,0.681441157423865,5.3777736120603,2.31900271928696
0,-1.38770993288433,-5.53363741572051,-4.14592748283618,0,0,-1.42452494994879,1.17146430994968,1.08234204849931
4.81544373831683,-1.91272710995422,-5.28241551860075,-3.36968840864653,0.68241551860075,108.60129547865,-0.704327482622646,65.7166041320114,8.10657783112032
3.00161719909154,-1.74363192108862,-4.93327417317129,-3.18964225208267,0.33327417317129,138.61212857375,0.654301922477605,41.7656232708652,6.46263284357584
0.656209477499001,-2.10591899750045,-4.72540907553219,-2.61949007803174,0.12540907553219,80.5306342048,11.3689704624977,39.5368068777489,6.28783006113786
3.08411385322039,-2.0867875611524,-5.17063154850226,-3.08384398734986,0.57063154850226,83.1806309854,0.656238513974005,153.078555026349,12.372491868106
2.56892935565548,-1.92569381304036,-4.97227211697971,-3.04657830393935,0.37227211697971,106.20360034895,-1.06815630767009,31.731253707074,5.6330501246726
3.66449233755014,-1.79313409668451,-5.03689395424395,-3.24375985755944,0.43689395424395,129.087850775,-0.475153018575313,61.6784953458526,7.85356577268266
4.94494431735565,-1.45698138228837,-4.98291470326336,-3.52593332097499,0.38291470326336,198.7499142499,-1.05036525095857,77.2782052850517,8.79080231179451
1.91402766100098,-2.07911847842692,-4.95028441890341,-2.87116594047649,0.35028441890341,84.09592990435,10.5714561646149,231.973512357927,15.2306766874596
8.56606552781538,-1.40524352705316,-5.22010333082037,-3.81485980376721,0.62010333082037,212.6008102647,-2.96184990726438,39.0465225127027,6.24872167028607
7.56433616474428,-1.89167459413319,-5.64033177579224,-3.74865718165905,1.04033177579224,111.90424061245,4.68679066146117,2236.08519002626,47.2872624501171
4.41220398721996,-1.76060641019846,-5.10225573561441,-3.34164932541595,0.50225573561441,135.20048980945,0.0187305121871545,69.9714106555311,8.3648915507334
1.01393020507785,-2.92025408735437,-5.62518586409492,-2.70493177674055,1.02518586409492,15.221345326135,6.44945062159909,14.4782512465444,3.80502973004737
3.41904173579992,-1.95665259670167,-5.11912867707749,-3.16247608037582,0.51912867707749,101.36241963445,-0.801373000283634,47.4107380349408,6.8855455873112
2.78893590988497,-2.37755616643073,-5.44305803410875,-3.06550186767802,0.84305803410875,50.912995522285,19.685665727894,386.390262809719,19.6568121222572
3.72274279510605,-1.99009707653327,-5.19234178417036,-3.20224470763709,0.59234178417036,96.72489119215,-1.04976818713942,39.2030224505738,6.26123170395201
4.04878529388505,-0.94809088570968,-4.78764277670458,-3.8395518909949,0.18764277670458,332.0782893012,0.979914909114981,0.562085075822878,0.749723332852112
0.460883796672891,-1.76192188123199,-4.65265301279599,-2.890731131564,0.0526530127959902,134.71495196315,-1.50073657811997,196.477648216313,14.0170484844818
0,-1.95584426888136,-4.57895845321019,-2.62311418432883,0,101.36241963445,4.06525093180218,40.7726098647362,6.38534336310399
1.22878979750988,-2.45610280511986,-5.0302058255246,-2.57410302040474,0.4302058255246,43.95911060242,7.61074120977509,45.3726982205576,6.73592593639194
1.65909595293391,-2.50188369390811,-5.23309855890073,-2.73121486499262,0.63309855890073,40.33181497709,9.79523357430123,386.536868513773,19.6605409008443
5.03085277226078,-1.28508482228732,-4.92927013247242,-3.6441853101851,0.329270132472421,235.14559999125,-1.42633366912691,75.5542049246762,8.69219218176153
4.14627636147164,-1.79641914056041,-5.09607698559424,-3.29965784503383,0.49607698559424,128.63428994195,-3.20442397603949,73.7123085506973,8.58558725718266
7.32627024620867,-1.63482340330771,-5.30459046481638,-3.66976706150867,0.70459046481638,160.0271829481,4.55426308326075,130.661125770528,11.4307097666999
2.74796862455124,-1.72217288044775,-4.897593911753,-3.17542103130525,0.297593911753,142.1134932724,1.11358838136836,57.6302984197989,7.59146220564911
10.9769206026204,-1.35482636537752,-5.35239185614185,-3.99756549076433,0.75239185614185,224.53498787785,6.13526760533221,107.907596449356,10.3878581261661
1.82616869915722,-2.19783214508565,-5.0033951623137,-2.80556301722805,0.4033951623137,69.67192277435,35.807101794872,862.665897484763,29.3711746017207
4.27027179603539,-1.77330033364783,-5.0947485382433,-3.32144820459547,0.4947485382433,132.83685520885,-1.58161078397665,37.5521776929078,6.12798316682641
6.40941452919905,-1.70887781955587,-5.28211014832519,-3.57323232876932,0.68211014832519,144.6143656087,-2.06012200395555,445.319478296261,21.1025941129583
2.54904323977588,-1.79861400859691,-4.9060177443636,-3.10740373576669,0.306017744363601,128.19709383715,0.968918917420264,59.0746746799974,7.68600511839521
0,-1.33653734369309,-5.39403470932993,-4.05749736563684,0,0,-2.8691615414507,1.34240798287449,1.15862331362462
4.41593695689862,-1.93896374045363,-5.25183740525909,-3.31287366480546,0.651837405259091,104.2632296121,-3.56154943518383,33.47864208828,5.78607311466767
4.58972188225521,-2.28992869409459,-5.78797252373851,-3.49804382964392,1.18797252373851,59.460363660815,11.6376017246479,34.8106804076256,5.90005766138142
1.35077737436529,-2.52139357419431,-5.13724545303057,-2.61585187883626,0.53724545303057,38.695335477565,5.41248799715192,94.5192583400689,9.72210153927992
4.32747286743516,-1.2976311032542,-4.8855637376951,-3.5879326344409,0.2855637376951,233.22703065545,-1.8083408364533,28.0335088484545,5.29466796394774
6.56377193231384,-1.52196717220959,-5.14927509356423,-3.62730792135464,0.549275093564231,183.9124639807,-6.03427213154865,175.911909112898,13.2631786956558
3.27978367391967,-1.82151781816103,-5.00671166603101,-3.18519384786998,0.40671166603101,124.10982324975,-0.703141287490225,45.627464993505,6.7548105075942
3.67139430963827,-2.01093094930015,-5.20481603555197,-3.19388508625182,0.60481603555197,93.4233250977,-1.73373230384334,250.048320728218,15.8129162626069
3.21529032687303,-1.57259740476519,-4.88729045549392,-3.31469305072873,0.28729045549392,172.2449838928,-1.65472807768427,24.0794319114319,4.90707977430894
1.67182067796679,-1.60939364429331,-4.7571994534843,-3.14780580919099,0.1571994534843,163.67646916985,1.58623180479717,38.7336668334871,6.22363774921766
2.81237591296227,-1.90648590662942,-4.99513365572917,-3.08864774909975,0.39513365572917,109.54105878885,-0.423274890307881,36.963698998259,6.07977787408874
6.38814728672151,-1.82503735499782,-5.39535380353637,-3.57031644853855,0.79535380353637,123.6124304909,6.66452166622753,174.305493714956,13.2024805894557
8.74180122027567,-1.69116629547074,-5.5089698187102,-3.81780352323946,0.9089698187102,148.01272381415,25.6359719157302,569.299358391819,23.8599949369613
2.90616576090072,-1.04694766221116,-4.75016186703736,-3.7032142048262,0.150161867037361,297.8573419354,0.805271462152854,0.438962628722506,0.662542548612922
2.18813381052056,-1.45101796832151,-4.76802960980632,-3.31701164148481,0.168029609806321,200.41750215045,1.35427302107093,28.2651938073606,5.31650202740116
1.55966800383252,-2.37071502877812,-5.06763264467649,-2.69691761589837,0.46763264467649,51.33043315179,9.91007830803857,64.7942228160225,8.04948587277613
7.02835038109083,-1.23042065116651,-5.03191688729863,-3.80149623613212,0.43191688729863,250.43833432085,-2.88596163432052,41.3740196282534,6.4322639582229
3.44783016914542,-1.39496130540169,-4.84660079834481,-3.45163949294312,0.24660079834481,215.17854890935,-1.31272237871245,35.4044063658435,5.95016019665383
0.955052323318274,-2.32402601182967,-4.86242131049714,-2.53839529866747,0.262421310497141,56.011300007,8.14674662710493,74.3082923543693,8.62022577165873
2.42697977291457,-1.7850923106401,-4.88630719883681,-3.10121488819671,0.28630719883681,130.46123219285,0.0654181434176394,49.96492942388,7.06858751264211
8.17027580605101,-1.54270868664065,-5.30219613104849,-3.75948744440784,0.70219613104849,179.0712529294,2.59804396004524,455.756970286708,21.3484652911329
2.45606036922416,-2.26020009124227,-5.2043670130513,-2.94416692180903,0.6043670130513,62.544031603365,2.63678649015628,200.419286661937,14.1569518845667
5.78149061863704,-1.96539196402068,-5.49016831744799,-3.52477635342731,0.89016831744799,99.9574755777,44.1298881684167,1148.98021569332,33.896610681502
5.52987156798612,-1.50891664278359,-5.05616148829475,-3.54724484551116,0.45616148829475,186.57094666405,-1.12473516681022,48.6324089107708,6.97369406489636
0,-1.60574395025461,-4.58639288561735,-2.98064893536274,0,164.6278472813,-0.169178719387287,0.353360456284353,0.594441297593256
5.45088748302859,-1.16360450859229,-4.90876314845886,-3.74515863986657,0.30876314845886,271.69981571525,-0.554466071813894,14.3205508184382,3.78425036413266
8.02668571917863,-1.65097406189401,-5.39118065125643,-3.74020658936242,0.791180651256431,156.13784756505,2.83885183800877,35.0548374037908,5.92071257567793
7.70338881371229,-1.64420322651586,-5.3499560950939,-3.70575286857804,0.7499560950939,158.086056752,6.6028064500288,170.471345581211,13.0564675766921
2.44548342545474,-2.15025106126626,-5.10165644384908,-2.95140538258282,0.50165644384908,75.0249847282,4.40391188302266,321.921808528712,17.9421795924774
4.57480064879885,-1.7110954784723,-5.08822543988766,-3.37712996141536,0.48822543988766,144.211321254,-3.66471192999711,66.8366683100743,8.17536961305569
0.930470963672224,-1.8924813472043,-4.72796873233528,-2.83548738513098,0.12796873233528,111.90424061245,13.986967958938,624.111096308574,24.9822156004742
5.86226911065792,-2.15402917121685,-5.80979364846057,-3.65576447724372,1.20979364846057,74.5765070167,12.7513284256748,44.4421717260622,6.66649621060885
6.36572588872785,-1.9417182463176,-5.54404567585444,-3.60232742953684,0.94404567585444,103.77733495415,31.3213153447563,228.787812313252,15.1257334471176
3.99185476686004,-2.04886828668561,-5.2960430758621,-3.24717478917649,0.6960430758621,88.2645277514,1.68120353724614,683.924570141838,26.1519515551295
